,Country,Year,population,Value,protein_supply,consumption
0,afghanistan,1961,9169.41,200000.0,84.91,0.94
1,afghanistan,1962,9351.440999999999,220000.0,82.98,1.01
2,afghanistan,1963,9543.205,230000.0,77.12,1.04
3,afghanistan,1964,9744.780999999999,240000.0,83.49,1.06
4,afghanistan,1965,9956.32,256000.0,83.86,1.1
5,afghanistan,1966,10174.836,264000.0,79.17,1.11
6,afghanistan,1967,10399.926,300000.0,85.25,1.24
7,afghanistan,1968,10637.063,278000.0,84.1,1.12
8,afghanistan,1969,10893.776000000002,300000.0,84.84,1.17
9,afghanistan,1970,11173.642,274000.0,72.82,1.04
10,afghanistan,1971,11475.445,257000.0,72.7,0.94
11,afghanistan,1972,11791.215,257000.0,75.75,0.91
12,afghanistan,1973,12108.963,263000.0,77.38,0.91
13,afghanistan,1974,12412.95,263000.0,76.99,0.89
14,afghanistan,1975,12689.16,267400.0,77.79,0.88
15,afghanistan,1976,12943.093,267400.0,79.73,0.86
16,afghanistan,1977,13171.306,272000.0,71.13,0.86
17,afghanistan,1978,13341.198,272000.0,74.66,0.85
18,afghanistan,1979,13411.056,278000.0,74.1,0.86
19,afghanistan,1980,13356.511,278000.0,70.67,0.86
20,afghanistan,1981,13171.673,284000.0,70.97,0.89
21,afghanistan,1982,12882.528,284000.0,70.58,0.92
22,afghanistan,1983,12537.73,284000.0,71.42,0.94
23,afghanistan,1984,12204.292,284000.0,69.49,0.97
24,afghanistan,1985,11938.208,284000.0,67.07,1.0
25,afghanistan,1986,11736.178999999998,284000.0,64.87,1.03
26,afghanistan,1987,11604.534,284000.0,76.41,1.04
27,afghanistan,1988,11618.005,284000.0,70.43,1.05
28,afghanistan,1989,11868.877,285000.0,67.9,1.06
29,afghanistan,1990,12412.308,286000.0,66.22,0.99
30,afghanistan,1991,13299.017,287000.0,59.66,0.92
31,afghanistan,1992,14485.546,288000.0,54.72,0.84
32,afghanistan,1993,15816.603000000001,289000.0,56.83,0.77
33,afghanistan,1994,17075.727,292000.0,54.84,0.72
34,afghanistan,1995,18110.657,294000.0,52.96,0.68
35,afghanistan,1996,18853.436999999998,366000.0,54.25,0.82
36,afghanistan,1997,19357.126,366000.0,56.82,0.79
37,afghanistan,1998,19737.765,366000.0,57.78,0.77
38,afghanistan,1999,20170.843999999997,366000.0,56.12,0.75
39,afghanistan,2000,20779.953,300000.0,52.57,0.59
40,afghanistan,2001,21606.987999999998,262000.0,49.67,0.49
41,afghanistan,2002,22600.77,335000.0,53.35,0.71
42,afghanistan,2003,23680.871,327000.0,54.54,0.74
43,afghanistan,2004,24726.683999999997,348000.0,55.24,0.63
44,afghanistan,2005,25654.277000000002,436000.0,53.51,0.71
45,afghanistan,2006,26433.049,294000.0,53.46,0.68
46,afghanistan,2007,27100.536,337200.0,56.0,0.92
47,afghanistan,2008,27722.276,333960.0,56.96,1.05
48,afghanistan,2009,28394.813,335560.0,57.79,0.99
49,afghanistan,2010,29185.507,326880.0,58.14,0.83
50,afghanistan,2011,30117.412999999997,344200.0,58.91,1.09
51,afghanistan,2012,31161.376,360000.0,58.91,0.87
52,afghanistan,2013,32269.589,360000.0,58.25,1.3
53,albania,1961,1685.9360000000001,61000.0,66.11,1.5
54,albania,1962,1737.6860000000001,62000.0,66.12,1.51
55,albania,1963,1790.5729999999999,61000.0,64.58,1.41
56,albania,1964,1843.634,62000.0,65.59,1.4
57,albania,1965,1896.171,63000.0,66.63,1.39
58,albania,1966,1947.83,63727.0,64.92,1.35
59,albania,1967,1998.74,71946.0,66.39,1.47
60,albania,1968,2049.21,77026.0,67.72,1.53
61,albania,1969,2099.729,84094.0,68.97,1.63
62,albania,1970,2150.7070000000003,82265.0,69.46,1.62
63,albania,1971,2202.189,82730.0,69.16,1.5
64,albania,1972,2254.056,85000.0,70.68,1.53
65,albania,1973,2306.29,100200.0,71.02,1.78
66,albania,1974,2358.846,113000.0,72.73,1.99
67,albania,1975,2411.732,146700.0,71.49,2.55
68,albania,1976,2464.9829999999997,159600.0,77.71,2.49
69,albania,1977,2518.685,172800.0,81.38,2.36
70,albania,1978,2572.85,182100.0,79.4,2.68
71,albania,1979,2627.505,180000.0,75.79,2.62
72,albania,1980,2682.69,178000.0,75.89,2.56
73,albania,1981,2737.026,190000.0,79.11,2.5
74,albania,1982,2790.275,210000.0,79.05,2.79
75,albania,1983,2844.8709999999996,230000.0,82.78,3.07
76,albania,1984,2904.14,235000.0,80.89,3.17
77,albania,1985,2969.672,239000.0,76.32,3.41
78,albania,1986,3044.212,255000.0,79.89,3.57
79,albania,1987,3124.8940000000002,283000.0,73.83,3.87
80,albania,1988,3200.9770000000003,286000.0,77.26,3.81
81,albania,1989,3257.925,324000.0,77.02,4.26
82,albania,1990,3286.073,342700.0,77.62,4.41
83,albania,1991,3280.395,270600.0,78.73,3.47
84,albania,1992,3245.886,269741.0,85.19,3.55
85,albania,1993,3195.199,276157.0,88.74,4.92
86,albania,1994,3146.5190000000002,285000.0,94.08,4.88
87,albania,1995,3112.9359999999997,285000.0,89.77,5.06
88,albania,1996,3098.7,314000.0,94.47,5.69
89,albania,1997,3099.752,337037.0,89.03,4.8
90,albania,1998,3110.6820000000002,397203.0,88.42,5.11
91,albania,1999,3122.697,414000.0,92.76,5.46
92,albania,2000,3129.243,530000.0,90.39,6.28
93,albania,2001,3129.704,608000.0,92.83,5.87
94,albania,2002,3126.187,660000.0,97.92,6.43
95,albania,2003,3118.0229999999997,720000.0,95.79,6.98
96,albania,2004,3104.8920000000003,780000.0,95.27,7.0
97,albania,2005,3086.81,738000.0,98.24,7.03
98,albania,2006,3063.0209999999997,716000.0,97.63,7.09
99,albania,2007,3033.998,736000.0,97.28,6.65
100,albania,2008,3002.678,803000.0,101.95,7.01
101,albania,2009,2973.048,811000.0,101.91,7.59
102,albania,2010,2948.0229999999997,846000.0,106.7,7.37
103,albania,2011,2928.592,858000.0,108.59,7.72
104,albania,2012,2914.0959999999995,887000.0,111.31,12.69
105,albania,2013,2903.79,830000.0,111.42,12.45
106,algeria,1961,11336.339,150000.0,45.01,1.18
107,algeria,1962,11619.828000000001,160000.0,43.54,1.0
108,algeria,1963,11912.803,170000.0,40.26,0.71
109,algeria,1964,12221.675,176000.0,40.11,0.68
110,algeria,1965,12550.885,194000.0,42.1,0.68
111,algeria,1966,12902.627,200000.0,41.61,0.65
112,algeria,1967,13275.026000000002,220000.0,43.13,0.68
113,algeria,1968,13663.583,230000.0,45.04,0.73
114,algeria,1969,14061.722,240000.0,44.87,0.76
115,algeria,1970,14464.985,250000.0,44.03,0.74
116,algeria,1971,14872.25,260000.0,44.67,0.73
117,algeria,1972,15285.99,270000.0,48.71,0.75
118,algeria,1973,15709.825,280000.0,49.59,0.76
119,algeria,1974,16149.025,290000.0,52.21,0.8
120,algeria,1975,16607.707,310000.0,54.88,1.03
121,algeria,1976,17085.801,338000.0,55.88,1.34
122,algeria,1977,17582.904,354000.0,57.32,1.78
123,algeria,1978,18102.266,362000.0,61.14,3.13
124,algeria,1979,18647.815,373000.0,62.16,2.48
125,algeria,1980,19221.665,500000.0,65.68,3.39
126,algeria,1981,19824.301,600000.0,64.96,3.53
127,algeria,1982,20452.902,900000.0,65.62,4.89
128,algeria,1983,21101.875,1000000.0,67.28,5.21
129,algeria,1984,21763.575,1100000.0,66.13,3.9
130,algeria,1985,22431.502,1280000.0,69.6,4.15
131,algeria,1986,23102.389,1200000.0,71.27,2.72
132,algeria,1987,23774.284,1620000.0,71.79,3.16
133,algeria,1988,24443.467,1900000.0,72.58,3.39
134,algeria,1989,25106.19,1960000.0,74.39,3.52
135,algeria,1990,25758.869,2780000.0,73.67,4.86
136,algeria,1991,26400.479,2539000.0,73.84,4.31
137,algeria,1992,27028.326,2068000.0,76.48,3.2
138,algeria,1993,27635.515,2100000.0,78.04,3.12
139,algeria,1994,28213.773999999998,2300000.0,76.24,3.38
140,algeria,1995,28757.785,2640000.0,75.7,3.88
141,algeria,1996,29266.405,1705000.0,75.26,2.29
142,algeria,1997,29742.979,1900000.0,72.98,2.58
143,algeria,1998,30192.754,2200000.0,78.69,3.01
144,algeria,1999,30623.406000000003,1844000.0,79.07,2.48
145,algeria,2000,31042.235,2020000.0,75.87,2.66
146,algeria,2001,31451.514,2160000.0,77.35,2.82
147,algeria,2002,31855.109,3220000.0,79.91,4.32
148,algeria,2003,32264.157000000003,3302000.0,82.16,4.43
149,algeria,2004,32692.162999999997,3500000.0,83.44,4.75
150,algeria,2005,33149.724,3444978.0,84.11,4.5
151,algeria,2006,33641.002,3570000.0,83.73,4.53
152,algeria,2007,34166.972,3813000.0,83.21,4.89
153,algeria,2008,34730.608,3507575.0,83.45,4.49
154,algeria,2009,35333.881,3838300.0,86.53,4.66
155,algeria,2010,35977.455,4379713.0,85.94,6.28
156,algeria,2011,36661.445,4822477.0,90.09,6.63
157,algeria,2012,37383.895,5326572.0,90.18,7.26
158,algeria,2013,38140.133,5987024.0,91.96,8.06
159,angola,1961,5531.472,45000.0,36.61,0.35
160,angola,1962,5608.539000000001,46000.0,37.47,0.36
161,angola,1963,5679.4580000000005,48000.0,37.65,0.36
162,angola,1964,5735.044,49000.0,40.16,0.36
163,angola,1965,5770.57,50000.0,38.93,0.37
164,angola,1966,5781.214,52000.0,38.98,0.37
165,angola,1967,5774.243,53000.0,41.13,0.37
166,angola,1968,5771.651999999999,54000.0,39.33,0.39
167,angola,1969,5803.254,55000.0,40.49,0.38
168,angola,1970,5890.365,60000.0,41.37,0.38
169,angola,1971,6040.776999999999,63000.0,41.37,0.39
170,angola,1972,6248.552,65000.0,39.19,0.38
171,angola,1973,6496.9619999999995,66000.0,38.19,0.39
172,angola,1974,6761.38,67000.0,39.43,0.38
173,angola,1975,7024.0,68000.0,41.03,0.38
174,angola,1976,7279.509,70000.0,41.7,0.38
175,angola,1977,7533.735,70000.0,45.01,0.52
176,angola,1978,7790.706999999999,71000.0,45.78,0.45
177,angola,1979,8058.066999999999,72000.0,45.31,0.38
178,angola,1980,8341.289,73000.0,46.11,0.38
179,angola,1981,8640.446,74000.0,45.74,0.37
180,angola,1982,8952.95,75000.0,44.47,0.36
181,angola,1983,9278.096,75000.0,43.69,0.35
182,angola,1984,9614.754,75000.0,43.04,0.35
183,angola,1985,9961.997,75000.0,45.41,0.38
184,angola,1986,10320.110999999999,75000.0,40.98,0.35
185,angola,1987,10689.25,75000.0,40.74,0.34
186,angola,1988,11068.05,75000.0,39.8,0.35
187,angola,1989,11454.777,75000.0,38.25,0.32
188,angola,1990,11848.386,75000.0,38.46,0.38
189,angola,1991,12248.901000000002,75000.0,33.85,0.32
190,angola,1992,12657.366000000002,75000.0,33.94,0.32
191,angola,1993,13075.048999999999,77000.0,33.38,0.3
192,angola,1994,13503.747,77000.0,35.64,0.31
193,angola,1995,13945.206,77000.0,35.13,0.34
194,angola,1996,14400.719,79000.0,37.02,0.47
195,angola,1997,14871.57,79000.0,38.58,1.07
196,angola,1998,15359.601,79000.0,37.22,0.95
197,angola,1999,15866.868999999999,79000.0,37.7,0.65
198,angola,2000,16395.473,81000.0,39.47,0.65
199,angola,2001,16945.753,84500.0,40.25,0.91
200,angola,2002,17519.417,88000.0,42.98,1.07
201,angola,2003,18121.479,92000.0,43.28,0.71
202,angola,2004,18758.145,94000.0,42.96,0.99
203,angola,2005,19433.602,97500.0,44.62,1.16
204,angola,2006,20149.901,81000.0,45.88,1.3
205,angola,2007,20905.363,84810.0,47.9,1.06
206,angola,2008,21695.634,91900.0,51.32,1.5
207,angola,2009,22514.281000000003,93000.0,51.49,1.26
208,angola,2010,23356.246,93400.0,53.54,1.67
209,angola,2011,24220.661,94340.0,56.04,1.78
210,angola,2012,25107.931,94700.0,55.59,2.27
211,angola,2013,26015.781000000003,95000.0,57.26,1.11
212,antiguaandbarbuda,1961,55.001000000000005,1900.0,58.69,1.69
213,antiguaandbarbuda,1962,55.841,2000.0,57.68,1.8
214,antiguaandbarbuda,1963,56.702,2000.0,55.32,1.91
215,antiguaandbarbuda,1964,57.641000000000005,2100.0,57.46,2.12
216,antiguaandbarbuda,1965,58.698,2100.0,57.62,2.03
217,antiguaandbarbuda,1966,59.915,2200.0,56.54,2.59
218,antiguaandbarbuda,1967,61.24100000000001,2200.0,47.4,2.81
219,antiguaandbarbuda,1968,62.521,2200.0,46.41,3.06
220,antiguaandbarbuda,1969,63.55,2300.0,52.9,3.56
221,antiguaandbarbuda,1970,64.17699999999999,2300.0,55.88,3.92
222,antiguaandbarbuda,1971,64.357,2300.0,54.78,3.88
223,antiguaandbarbuda,1972,64.133,2400.0,54.66,3.88
224,antiguaandbarbuda,1973,63.65,2400.0,51.15,3.13
225,antiguaandbarbuda,1974,63.12,2400.0,50.49,4.3
226,antiguaandbarbuda,1975,62.675,2500.0,52.2,4.43
227,antiguaandbarbuda,1976,62.367,2600.0,50.71,4.37
228,antiguaandbarbuda,1977,62.159,2600.0,52.27,2.13
229,antiguaandbarbuda,1978,62.036,2650.0,51.41,2.62
230,antiguaandbarbuda,1979,61.952,2700.0,53.6,3.46
231,antiguaandbarbuda,1980,61.865,2800.0,61.95,4.11
232,antiguaandbarbuda,1981,61.8,2800.0,62.63,5.24
233,antiguaandbarbuda,1982,61.778999999999996,2900.0,62.41,4.93
234,antiguaandbarbuda,1983,61.787,3000.0,65.52,5.21
235,antiguaandbarbuda,1984,61.786,3100.0,74.31,5.76
236,antiguaandbarbuda,1985,61.786,3200.0,77.96,5.64
237,antiguaandbarbuda,1986,61.754,3200.0,79.23,5.85
238,antiguaandbarbuda,1987,61.717,3200.0,81.51,6.03
239,antiguaandbarbuda,1988,61.771,3200.0,83.2,4.08
240,antiguaandbarbuda,1989,62.008,3200.0,85.71,4.29
241,antiguaandbarbuda,1990,62.528,3600.0,82.43,3.68
242,antiguaandbarbuda,1991,63.367,3600.0,78.96,3.68
243,antiguaandbarbuda,1992,64.471,3600.0,85.77,3.3
244,antiguaandbarbuda,1993,65.777,3600.0,78.14,3.35
245,antiguaandbarbuda,1994,67.204,3600.0,77.14,3.82
246,antiguaandbarbuda,1995,68.67,3800.0,74.65,2.5
247,antiguaandbarbuda,1996,70.173,4000.0,74.78,2.61
248,antiguaandbarbuda,1997,71.704,4200.0,74.6,2.76
249,antiguaandbarbuda,1998,73.22399999999999,4300.0,72.5,2.91
250,antiguaandbarbuda,1999,74.67399999999999,4300.0,72.2,2.61
251,antiguaandbarbuda,2000,76.016,4400.0,70.88,2.51
252,antiguaandbarbuda,2001,77.212,4500.0,69.09,3.54
253,antiguaandbarbuda,2002,78.295,4600.0,69.11,2.83
254,antiguaandbarbuda,2003,79.3,4800.0,70.19,2.9
255,antiguaandbarbuda,2004,80.336,5000.0,69.84,3.26
256,antiguaandbarbuda,2005,81.465,5000.0,83.4,4.36
257,antiguaandbarbuda,2006,82.704,6000.0,81.77,4.95
258,antiguaandbarbuda,2007,84.02600000000001,6000.0,83.69,6.3
259,antiguaandbarbuda,2008,85.397,6000.0,85.29,6.94
260,antiguaandbarbuda,2009,86.74600000000001,6000.0,83.44,6.88
261,antiguaandbarbuda,2010,88.02799999999999,6000.0,81.53,5.87
262,antiguaandbarbuda,2011,89.25299999999999,6000.0,84.8,4.52
263,antiguaandbarbuda,2012,90.40899999999999,6000.0,79.05,5.6
264,antiguaandbarbuda,2013,91.516,5420.0,83.71,4.33
265,argentina,1961,20817.266,3720000.0,105.72,8.74
266,argentina,1962,21153.052000000003,2940000.0,103.74,6.84
267,argentina,1963,21488.912,2520000.0,104.42,5.74
268,argentina,1964,21824.425,2520000.0,95.52,5.97
269,argentina,1965,22159.65,2760000.0,100.01,6.27
270,argentina,1966,22494.035,2681000.0,100.42,6.27
271,argentina,1967,22828.869,2650000.0,101.79,6.07
272,argentina,1968,23168.267000000003,2896800.0,105.87,6.52
273,argentina,1969,23517.611,2952000.0,108.19,6.53
274,argentina,1970,23880.561,3137700.0,105.86,6.79
275,argentina,1971,24259.561,3315600.0,96.91,7.04
276,argentina,1972,24653.175,3465300.0,92.13,7.3
277,argentina,1973,25056.478,3307000.0,94.05,6.8
278,argentina,1974,25462.302000000003,3622800.0,101.44,7.22
279,argentina,1975,25865.776,3541000.0,105.49,6.72
280,argentina,1976,26264.681,3414708.0,104.79,6.37
281,argentina,1977,26661.397999999997,3324000.0,104.68,6.05
282,argentina,1978,27061.047000000002,3702000.0,106.74,6.68
283,argentina,1979,27471.036,4072000.0,106.41,7.32
284,argentina,1980,27896.528,4777200.0,106.47,8.7
285,argentina,1981,28338.515,5031600.0,106.2,8.96
286,argentina,1982,28794.548,5367000.0,97.49,8.77
287,argentina,1983,29262.047000000002,5262000.0,94.91,8.4
288,argentina,1984,29737.092999999997,5219000.0,98.04,8.18
289,argentina,1985,30216.279,4740000.0,103.46,7.9
290,argentina,1986,30698.964,5098000.0,96.8,8.3
291,argentina,1987,31184.415,4670400.0,100.7,7.4
292,argentina,1988,31668.949,4208400.0,97.08,6.6
293,argentina,1989,32148.134,5468400.0,95.53,8.64
294,argentina,1990,32618.651,5202000.0,91.82,8.05
295,argentina,1991,33079.0,5318400.0,95.09,8.09
296,argentina,1992,33529.326,4570800.0,97.92,6.77
297,argentina,1993,33970.111000000004,4716000.0,100.95,6.82
298,argentina,1994,34402.672,4800000.0,100.93,6.79
299,argentina,1995,34828.17,5100000.0,99.7,7.1
300,argentina,1996,35246.373999999996,5160240.0,100.3,7.09
301,argentina,1997,35657.429,5220360.0,100.98,7.06
302,argentina,1998,36063.459,5493240.0,102.53,7.32
303,argentina,1999,36467.218,5694120.0,105.47,7.52
304,argentina,2000,36870.787000000004,5838120.0,104.79,7.68
305,argentina,2001,37275.652,5391360.0,101.28,6.98
306,argentina,2002,37681.748999999996,4556900.0,90.42,5.79
307,argentina,2003,38087.867999999995,5410440.0,92.55,6.89
308,argentina,2004,38491.972,6468000.0,91.76,7.95
309,argentina,2005,38892.931000000004,7200000.0,96.09,8.56
310,argentina,2006,39289.878,7752000.0,98.26,9.1
311,argentina,2007,39684.295,8352000.0,98.83,9.53
312,argentina,2008,40080.16,8832000.0,99.35,9.98
313,argentina,2009,40482.788,9720000.0,98.37,10.85
314,argentina,2010,40895.752,10259000.0,99.31,11.73
315,argentina,2011,41320.5,10829000.0,100.62,12.23
316,argentina,2012,41755.196,10920000.0,101.97,12.3
317,argentina,2013,42196.03,10368630.0,102.64,11.39
318,armenia,1992,3442.817,252000.0,63.58,3.64
319,armenia,1993,3363.1079999999997,189000.0,58.53,2.52
320,armenia,1994,3283.667,191300.0,61.59,3.2
321,armenia,1995,3217.348,197600.0,61.64,3.6
322,armenia,1996,3168.2209999999995,192200.0,63.29,3.92
323,armenia,1997,3133.0890000000004,190800.0,64.89,3.92
324,armenia,1998,3108.687,219400.0,66.31,3.36
325,armenia,1999,3089.022,325900.0,66.5,4.58
326,armenia,2000,3069.591,385400.0,65.33,5.04
327,armenia,2001,3050.687,448300.0,65.25,5.33
328,armenia,2002,3033.978,477700.0,66.3,5.75
329,armenia,2003,3017.9320000000002,502200.0,70.15,8.24
330,armenia,2004,3000.72,563000.0,75.06,8.8
331,armenia,2005,2981.2690000000002,518200.0,77.37,8.7
332,armenia,2006,2958.3070000000002,463700.0,80.89,8.0
333,armenia,2007,2932.618,525400.0,82.22,9.07
334,armenia,2008,2907.618,576100.0,87.6,9.97
335,armenia,2009,2888.092,630100.0,84.58,10.88
336,armenia,2010,2877.3190000000004,702200.0,83.49,12.38
337,armenia,2011,2876.538,633600.0,86.0,11.34
338,armenia,2012,2884.2340000000004,658100.0,87.75,12.09
339,armenia,2013,2897.5879999999997,615200.0,90.04,11.69
340,australia,1961,10445.837,2545200.0,104.89,11.72
341,australia,1962,10643.417,2588400.0,107.88,11.57
342,australia,1963,10845.178,2486400.0,109.08,11.4
343,australia,1964,11065.415,2521512.0,110.26,11.8
344,australia,1965,11313.195,2699664.0,107.81,12.0
345,australia,1966,11593.413,2736804.0,111.08,11.93
346,australia,1967,11899.639,2853960.0,105.62,11.91
347,australia,1968,12215.701000000001,3039300.0,106.66,11.98
348,australia,1969,12518.937,3088896.0,106.19,11.78
349,australia,1970,12793.034,3256800.0,105.67,11.91
350,australia,1971,13033.133,3444000.0,108.86,12.06
351,australia,1972,13244.171,3553200.0,110.05,12.5
352,australia,1973,13431.794,3406800.0,105.88,11.15
353,australia,1974,13605.57,3333600.0,100.64,11.61
354,australia,1975,13773.288,3486384.0,112.0,12.27
355,australia,1976,13935.731000000002,3462080.0,112.72,11.65
356,australia,1977,14092.548,3398004.0,110.33,11.54
357,australia,1978,14249.401000000002,3539980.0,110.81,12.08
358,australia,1979,14413.0,3450384.0,105.23,11.64
359,australia,1980,14588.405,3431800.0,103.08,11.45
360,australia,1981,14777.243,3570504.0,103.59,11.67
361,australia,1982,14979.205,3515484.0,106.8,11.6
362,australia,1983,15194.641000000001,3547800.0,103.92,11.73
363,australia,1984,15423.166000000001,3504600.0,106.72,10.67
364,australia,1985,15663.663,3263000.0,107.38,10.15
365,australia,1986,15917.572,3260000.0,106.52,10.01
366,australia,1987,16183.168,3298000.0,108.36,9.98
367,australia,1988,16452.255,3230000.0,108.16,9.74
368,australia,1989,16713.988999999998,3280000.0,107.81,9.71
369,australia,1990,16960.596999999998,3300000.0,110.0,9.68
370,australia,1991,17189.24,2816000.0,106.39,7.96
371,australia,1992,17402.173,2454000.0,104.26,6.63
372,australia,1993,17603.205,2488000.0,103.01,6.69
373,australia,1994,17798.529,2489000.0,105.46,6.53
374,australia,1995,17993.074,2425308.0,107.76,6.21
375,australia,1996,18189.277,2381040.0,105.69,5.99
376,australia,1997,18387.214,2426952.0,103.99,6.06
377,australia,1998,18587.021,2603000.0,101.34,6.33
378,australia,1999,18788.186,2621000.0,101.28,6.41
379,australia,2000,18991.431,2502000.0,101.3,5.89
380,australia,2001,19194.672,2466000.0,100.78,5.71
381,australia,2002,19401.368000000002,2448000.0,104.81,5.52
382,australia,2003,19624.166,2288470.0,109.64,5.0
383,australia,2004,19879.648999999998,2316540.0,101.5,4.97
384,australia,2005,20178.54,2431840.0,104.91,5.19
385,australia,2006,20526.303,3004954.0,104.6,6.74
386,australia,2007,20916.343999999997,2837266.0,108.33,6.16
387,australia,2008,21332.282000000003,2807000.0,106.45,5.95
388,australia,2009,21750.851000000002,2795220.0,103.33,5.73
389,australia,2010,22154.679,3051353.0,103.79,6.3
390,australia,2011,22538.001,3420557.0,105.88,6.88
391,australia,2012,22903.947999999997,3578108.0,104.51,7.1
392,australia,2013,23254.912999999997,4015422.0,106.28,8.51
393,austria,1961,7111.142,1461000.0,88.77,12.97
394,austria,1962,7156.8330000000005,1556000.0,89.72,13.94
395,austria,1963,7205.994000000001,1561000.0,90.36,13.94
396,austria,1964,7256.090999999999,1646000.0,91.18,14.19
397,austria,1965,7305.158,1475000.0,89.69,13.2
398,austria,1966,7352.24,1412245.0,89.06,13.19
399,austria,1967,7397.170999999999,1444602.0,88.97,13.41
400,austria,1968,7439.579000000001,1509728.0,89.79,13.48
401,austria,1969,7479.346,1513154.0,89.23,13.48
402,austria,1970,7516.2390000000005,1535918.0,89.37,13.76
403,austria,1971,7550.34,1559313.0,90.05,13.52
404,austria,1972,7581.116999999999,1592859.0,90.65,14.0
405,austria,1973,7607.065,1563832.0,91.07,13.74
406,austria,1974,7626.29,1506336.0,89.4,13.3
407,austria,1975,7637.689,1566625.0,90.55,13.78
408,austria,1976,7640.749,1582036.0,92.45,14.19
409,austria,1977,7636.576,1572509.0,91.17,14.26
410,austria,1978,7627.759,1674293.0,93.14,14.74
411,austria,1979,7617.884,1712762.0,94.76,14.88
412,austria,1980,7609.7519999999995,1663700.0,94.95,14.47
413,austria,1981,7604.513000000001,1704354.0,96.98,14.41
414,austria,1982,7602.181,1674687.0,95.82,13.64
415,austria,1983,7603.102,1721845.0,95.85,14.07
416,austria,1984,7607.293000000001,1720302.0,95.98,14.1
417,austria,1985,7614.868,1798237.0,96.06,14.01
418,austria,1986,7625.393,1832357.0,97.74,14.15
419,austria,1987,7639.352,1817622.0,98.73,14.27
420,austria,1988,7658.84,1756838.0,97.91,14.38
421,austria,1989,7686.571999999999,1695337.0,100.62,13.48
422,austria,1990,7723.9490000000005,1664411.0,102.46,14.06
423,austria,1991,7772.701,1691017.0,103.15,13.27
424,austria,1992,7830.933000000001,1689479.0,103.95,13.31
425,austria,1993,7892.085999999999,1711143.0,102.52,13.41
426,austria,1994,7947.209,1759137.0,104.88,14.41
427,austria,1995,7990.121,1717689.0,100.54,13.64
428,austria,1996,8017.863,1640082.0,103.21,13.69
429,austria,1997,8032.876,1668815.0,100.08,14.06
430,austria,1998,8041.05,1656849.0,103.98,13.98
431,austria,1999,8051.113,1534477.0,105.49,13.19
432,austria,2000,8069.276,1434216.0,106.03,12.26
433,austria,2001,8097.7480000000005,1435440.0,106.89,12.67
434,austria,2002,8134.411999999999,1466457.0,106.05,13.0
435,austria,2003,8175.852,1418826.0,102.09,12.8
436,austria,2004,8216.805,1450656.0,100.49,12.64
437,austria,2005,8253.65,1487850.0,102.69,13.31
438,austria,2006,8285.343,1510210.0,101.46,13.58
439,austria,2007,8313.737,1582733.0,103.67,13.88
440,austria,2008,8341.532,1600151.0,101.78,13.93
441,austria,2009,8372.663,1506735.0,102.36,13.59
442,austria,2010,8409.949,1551333.0,101.75,13.6
443,austria,2011,8453.501,1683244.0,103.27,13.69
444,austria,2012,8502.226999999999,1738226.0,103.44,13.97
445,austria,2013,8556.189,1744583.0,106.21,14.68
446,azerbaijan,1992,7471.9259999999995,812200.0,69.39,5.82
447,azerbaijan,1993,7581.754,584500.0,67.43,3.92
448,azerbaijan,1994,7683.7080000000005,494000.0,62.92,4.26
449,azerbaijan,1995,7775.424,455800.0,62.14,4.26
450,azerbaijan,1996,7855.553000000001,477300.0,62.6,4.37
451,azerbaijan,1997,7925.668000000001,492400.0,60.18,4.26
452,azerbaijan,1998,7989.905,509000.0,63.33,4.32
453,azerbaijan,1999,8054.126,526300.0,64.98,4.32
454,azerbaijan,2000,8122.741,542604.0,67.17,4.15
455,azerbaijan,2001,8197.298,555473.0,68.95,3.98
456,azerbaijan,2002,8277.061,561583.0,70.88,3.86
457,azerbaijan,2003,8361.433,681860.0,73.1,4.26
458,azerbaijan,2004,8448.946,829435.0,75.24,5.16
459,azerbaijan,2005,8538.605,874633.0,81.91,5.49
460,azerbaijan,2006,8630.146,760902.0,86.7,4.83
461,azerbaijan,2007,8724.243,953627.0,87.76,5.65
462,azerbaijan,2008,8821.873,1101187.0,89.07,7.19
463,azerbaijan,2009,8924.388,1209399.0,89.37,7.57
464,azerbaijan,2010,9032.461,1178586.0,88.97,7.38
465,azerbaijan,2011,9146.275,1010997.0,91.67,7.81
466,azerbaijan,2012,9264.692,1226711.0,91.57,7.56
467,azerbaijan,2013,9385.468,1401473.0,93.15,8.21
468,bahamas,1961,115.12100000000001,5000.0,73.09,2.03
469,bahamas,1962,121.09100000000001,5000.0,71.69,1.49
470,bahamas,1963,127.339,5250.0,71.28,1.5
471,bahamas,1964,133.709,5500.0,72.8,1.53
472,bahamas,1965,140.059,6250.0,72.52,1.26
473,bahamas,1966,146.382,7250.0,76.89,1.67
474,bahamas,1967,152.62,7250.0,75.84,1.58
475,bahamas,1968,158.648,6750.0,77.56,1.52
476,bahamas,1969,164.268,6000.0,75.82,1.56
477,bahamas,1970,169.377,5500.0,78.75,1.09
478,bahamas,1971,173.889,6500.0,76.83,1.21
479,bahamas,1972,177.86599999999999,6250.0,73.01,1.22
480,bahamas,1973,181.517,7200.0,72.49,1.27
481,bahamas,1974,185.12,7500.0,70.1,1.53
482,bahamas,1975,188.896,8000.0,68.68,1.6
483,bahamas,1976,192.90900000000002,9750.0,69.1,1.11
